"","article.id","segment_n","just.dist","season","matrix_type","edge_orient","edge_age_years","AT_var","AT_var_n","varpercent.at","PAR_var","PAR_var_n","varpercent.par","RH_var","RH_var_n","varpercent.rh","SM_var","SM_var_n","varpercent.sm","ST_var","ST_var_n","varpercent.st","VPD_var","VPD_var_n","varpercent.vpd","WS_var","WS_var_n","varpercent.ws","idseg"
"584","68","a",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.22,-15,NA,NA,NA,NA,NA,NA,"68 a"
"585","68","a",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.43,65,NA,NA,NA,NA,NA,NA,"68 a"
"586","68","a",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.13,-50,NA,NA,NA,NA,NA,NA,"68 a"
"587","68","a",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.26,0,NA,NA,NA,NA,NA,NA,"68 a"
"588","68","a",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.17,-35,NA,NA,NA,NA,NA,NA,"68 a"
"589","68","a",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.26,0,NA,NA,NA,NA,NA,NA,"68 a"
"590","68","a",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.3,15,NA,NA,NA,NA,NA,NA,"68 a"
"591","68","a",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.3,15,NA,NA,NA,NA,NA,NA,"68 a"
"592","68","a",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.3,15,NA,NA,NA,NA,NA,NA,"68 a"
"593","68","a",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.26,0,NA,NA,NA,NA,NA,NA,"68 a"
"594","68","b",-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",1.73,918,NA,NA,NA,NA,NA,NA,"68 b"
"595","68","b",-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",1.51,788,NA,NA,NA,NA,NA,NA,"68 b"
"596","68","b",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.52,206,NA,NA,NA,NA,NA,NA,"68 b"
"597","68","b",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.43,153,NA,NA,NA,NA,NA,NA,"68 b"
"598","68","b",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.35,106,NA,NA,NA,NA,NA,NA,"68 b"
"599","68","b",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.35,106,NA,NA,NA,NA,NA,NA,"68 b"
"600","68","b",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.48,182,NA,NA,NA,NA,NA,NA,"68 b"
"601","68","b",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.17,0,NA,NA,NA,NA,NA,NA,"68 b"
"602","68","b",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0,-100,NA,NA,NA,NA,NA,NA,"68 b"
"603","68","b",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0,-100,NA,NA,NA,NA,NA,NA,"68 b"
"604","68","b",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.22,29,NA,NA,NA,NA,NA,NA,"68 b"
"605","68","b",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.09,-47,NA,NA,NA,NA,NA,NA,"68 b"
"606","68","b",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.17,0,NA,NA,NA,NA,NA,NA,"68 b"
"607","68",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 NA"
"608","68",NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 NA"
"609","69","1",10,"winter","plantation","N",9,"SE",0,-100,"SE",167.02,-47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",27.61,-21,NA,NA,NA,"69 1"
"610","69","1",10,"winter","pasture","N",9,"SE",0,-100,"SE",167.02,-47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",27.61,-21,NA,NA,NA,"69 1"
"611","69","1",20,"winter","pasture","N",9,"SE",0.02,-93,"SE",283.93,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",2.51,-93,NA,NA,NA,"69 1"
"612","69","1",30,"winter","pasture","N",9,"SE",0.08,-70,"SE",233.82,-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",2.51,-93,NA,NA,NA,"69 1"
"613","69","1",40,"winter","pasture","N",9,"SE",0.02,-93,"SE",108.56,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",40.17,14,NA,NA,NA,"69 1"
"614","69","1",50,"winter","pasture","N",9,"SE",0.15,-44,"SE",267.22,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",37.66,7,NA,NA,NA,"69 1"
"615","69","1",75,"winter","pasture","N",9,"SE",0.18,-33,"SE",250.53,-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",47.7,36,NA,NA,NA,"69 1"
"616","69","1",100,"winter","pasture","N",9,"SE",0.26,-4,"SE",317.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",32.64,-7,NA,NA,NA,"69 1"
"617","69","1",150,"winter","pasture","N",9,"SE",0.27,0,"SE",317.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",35.14,0,NA,NA,NA,"69 1"
"618","69","2",10,NA,NA,NA,NA,NA,NA,NA,"SE",83.51,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",30.13,-25,NA,NA,NA,"69 2"
"619","69","2",20,"winter","plantation","N",9,"SE",0.13,-57,"SE",141.96,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",2.51,-94,NA,NA,NA,"69 2"
"620","69","2",30,"winter","plantation","N",9,"SE",0,-100,"SE",158.67,-63,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0,-100,NA,NA,NA,"69 2"
"621","69","2",40,"winter","plantation","N",9,"SE",0.26,-13,"SE",125.26,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0,-100,NA,NA,NA,"69 2"
"622","69","2",50,"winter","plantation","N",9,"SE",0.26,-13,"SE",208.77,-51,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",20.08,-50,NA,NA,NA,"69 2"
"623","69","2",75,"winter","plantation","N",9,"SE",0.27,-10,"SE",250.52,-41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",25.11,-37,NA,NA,NA,"69 2"
"624","69","2",100,"winter","plantation","N",9,"SE",0.15,-50,"SE",200.42,-53,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",27.62,-31,NA,NA,NA,"69 2"
"625","69","2",150,"winter","plantation","N",9,"SE",0.3,0,"SE",425.89,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",40.16,0,NA,NA,NA,"69 2"
"626","69","3",10,"summer","pasture","N",9,"SE",0.23,21,"SE",75.16,-57,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",27.61,-45,NA,NA,NA,"69 3"
"627","69","3",20,"summer","pasture","N",9,"SE",0.27,42,"SE",442.59,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",57.74,15,NA,NA,NA,"69 3"
"628","69","3",30,"summer","pasture","N",9,"SE",0.2,5,"SE",492.69,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",5.02,-90,NA,NA,NA,"69 3"
"629","69","3",40,"summer","pasture","N",9,"SE",0,-100,"SE",492.69,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",32.63,-35,NA,NA,NA,"69 3"
"630","69","3",50,"summer","pasture","N",9,"SE",0.36,89,"SE",125.26,-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",45.18,-10,NA,NA,NA,"69 3"
"631","69","3",75,"summer","pasture","N",9,"SE",0.46,142,"SE",100.21,-43,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",77.83,55,NA,NA,NA,"69 3"
"632","69","3",100,"summer","pasture","N",9,"SE",0.15,-21,"SE",267.22,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",27.61,-45,NA,NA,NA,"69 3"
"633","69","3",150,"summer","pasture","N",9,"SE",0.19,0,"SE",175.37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",50.21,0,NA,NA,NA,"69 3"
"634","69","4",10,"summer","plantation","N",9,"SE",0.13,-7,"SE",425.89,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",40.17,-27,NA,NA,NA,"69 4"
"635","69","4",20,"summer","plantation","N",9,"SE",0.29,107,"SE",526.1,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",82.84,50,NA,NA,NA,"69 4"
"636","69","4",30,"summer","plantation","N",9,"SE",0,-100,"SE",384.14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",47.7,-14,NA,NA,NA,"69 4"
"637","69","4",40,"summer","plantation","N",9,"SE",0.12,-14,"SE",217.11,-41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",15.06,-73,NA,NA,NA,"69 4"
"638","69","4",50,"summer","plantation","N",9,"SE",0.26,86,"SE",242.17,-34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",77.82,41,NA,NA,NA,"69 4"
"639","69","4",75,"summer","plantation","N",9,"SE",0.33,136,"SE",308.98,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",100.42,82,NA,NA,NA,"69 4"
"640","69","4",100,"summer","plantation","N",9,"SE",0.02,-86,"SE",275.57,-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",55.23,0,NA,NA,NA,"69 4"
"641","69","4",150,"summer","plantation","N",9,"SE",0.14,0,"SE",367.43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",55.23,0,NA,NA,NA,"69 4"
"642","71","1",-10,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 1"
"643","71","1",0,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 1"
"644","71","1",10,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 1"
"645","71","1",20,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 1"
"646","71","1",30,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 1"
"647","71","1",40,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 1"
"648","71","1",50,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 1"
"649","71","1",100,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 1"
"650","71","1",150,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 1"
"651","71","1",200,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 1"
"652","71","1",225,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 1"
"653","71","1",226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 1"
"654","71","10",-10,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 10"
"655","71","10",0,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 10"
"656","71","10",10,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 10"
"657","71","10",20,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 10"
"658","71","10",30,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 10"
"659","71","10",40,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 10"
"660","71","10",50,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 10"
"661","71","10",75,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 10"
"662","71","11",-10,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 11"
"663","71","11",0,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 11"
"664","71","11",10,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 11"
"665","71","11",20,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 11"
"666","71","11",30,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 11"
"667","71","11",40,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 11"
"668","71","11",50,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 11"
"669","71","2",-10,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 2"
"670","71","2",0,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 2"
"671","71","2",10,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 2"
"672","71","2",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 2"
"673","71","2",30,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 2"
"674","71","2",40,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 2"
"675","71","2",50,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 2"
"676","71","2",75,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 2"
"677","71","2",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 2"
"678","71","2",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 2"
"679","71","2",190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 2"
"680","71","3",-10,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 3"
"681","71","3",0,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 3"
"682","71","3",10,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 3"
"683","71","3",20,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 3"
"684","71","3",30,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 3"
"685","71","3",40,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 3"
"686","71","3",50,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 3"
"687","71","3",75,"summer","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 3"
"688","71","4",-10,"winter","pasture","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 4"
"689","71","4",0,"winter","pasture","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 4"
"690","71","4",10,"winter","pasture","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 4"
"691","71","4",20,"winter","pasture","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 4"
"692","71","4",30,"winter","pasture","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 4"
"693","71","4",40,"winter","pasture","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 4"
"694","71","4",50,"winter","pasture","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 4"
"695","71","4",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 4"
"696","71","4",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 4"
"697","71","4",100,"winter","pasture","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 4"
"698","71","4",150,"winter","pasture","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 4"
"699","71","4",190,"winter","pasture","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 4"
"700","71","5",-10,"winter","pasture","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 5"
"701","71","5",0,"winter","pasture","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 5"
"702","71","5",10,"winter","pasture","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 5"
"703","71","5",20,"winter","pasture","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 5"
"704","71","5",30,"winter","pasture","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 5"
"705","71","5",40,"winter","pasture","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 5"
"706","71","5",50,"winter","pasture","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 5"
"707","71","5",75,"winter","pasture","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 5"
"708","71","5",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 5"
"709","71","5",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 5"
"710","71","5",190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 5"
"711","71","5",200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 5"
"712","71","5",225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 5"
"713","71","6",-10,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 6"
"714","71","6",0,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 6"
"715","71","6",10,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 6"
"716","71","6",20,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 6"
"717","71","6",30,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 6"
"718","71","6",40,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 6"
"719","71","6",50,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 6"
"720","71","6",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 6"
"721","71","6",100,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 6"
"722","71","6",150,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 6"
"723","71","6",200,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 6"
"724","71","6",225,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 6"
"725","71","7",-10,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 7"
"726","71","7",0,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 7"
"727","71","7",10,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 7"
"728","71","7",20,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 7"
"729","71","7",30,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 7"
"730","71","7",40,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 7"
"731","71","7",50,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 7"
"732","71","7",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 7"
"733","71","7",100,"winter","pasture","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71 7"
